CustomerID,Recency,Frequency,Monetary
17978,366,12,300.92
17984,146,48,152.68
17986,57,1,20.8
17987,186,13,198.57
17990,237,29,630.84
17991,226,5,93.35
17995,282,2,76.1
18004,363,40,169.47
18009,236,32,257.34
18010,257,14,174.8
18011,374,28,102.79
18013,156,31,187.29
18017,82,3,523.0
18018,109,29,122.14
18019,52,5,38.45
18024,153,21,389.78
18027,99,21,115.31
18032,335,5,73.5
18033,66,34,97.97
18037,155,19,70.02
18042,54,7,165.05
18048,204,7,172.29
18050,360,5,74.4
18053,71,20,300.02
18056,289,19,363.65
18058,10,3,170.16
18064,134,7,814.0
18066,76,10,318.0
18068,290,1,101.7
18071,258,25,453.0
18072,186,18,247.44
18074,374,13,489.6
18078,218,29,336.13
18080,19,2,1231.5
18081,37,17,343.45
18084,17,1,90.48
18085,331,29,689.95
18086,275,7,101.34
18087,99,2,4055.72
18088,62,39,167.67
18095,313,21,580.05
18099,128,19,168.31
18105,38,18,113.48
18106,330,39,430.7
18108,255,17,271.0
18113,369,1,76.32
18114,291,28,220.1
18119,368,30,181.12
18120,215,17,111.15
18129,244,14,112.55
18133,213,1,931.5
18138,296,8,152.65
18142,158,15,1019.52
18146,141,10,160.35
18147,46,7,179.34
18155,76,25,371.62
18159,302,23,530.15
18165,178,10,302.46
18169,61,9,202.65
18174,8,1,104.0
18176,359,30,476.35
18184,16,1,49.8
18185,250,17,304.25
18190,193,15,284.46
18191,262,7,207.8
18193,166,16,243.76
18194,83,7,973.84
18200,107,32,163.8
18203,158,19,160.42
18209,29,8,139.1
18212,327,43,248.42
18213,237,15,232.48
18215,90,13,299.34
18218,212,21,662.08
18220,227,2,305.28
18222,93,19,443.0
18224,264,10,158.95
18227,218,5,93.75
18233,326,1,440.0
18240,47,6,422.58
18246,24,4,596.1
18249,18,8,95.34
18250,311,21,349.27
18255,90,6,103.3
18262,141,13,149.48
18268,135,1,25.5
18269,367,7,168.6
18270,39,11,283.15
18273,3,3,204.0
18274,31,11,175.92
18276,44,14,335.86
18277,59,8,110.38
18278,74,9,173.9
18280,278,10,180.6
18281,181,7,80.82
